interactor,date,topic,doc_nb,word_nb,char_nb,doc_ids
NA,2017-10-26,P2,1.212944e-01, 159.0169102,  901.217119,
NA,2017-10-26,P3,2.087683e-04,   0.2736952,    1.551148,
NA,2017-10-26,P4,1.064718e-02,  13.9584551,   79.108559,
NA,2017-10-26,P5,1.338205e-01, 175.4386221,  994.286013,
NA,2017-10-26,P6,8.559499e-03,  11.2215031,   63.597077,
NA,2017-10-26,P7,4.991649e-01, 654.4052192, 3708.795407,uk.org.publicwhip/debate/2017-10-26b.457.0
NA,2017-10-26,P8,6.471816e-03,   8.4845511,   48.085595,
NA,2017-10-26,P9,6.283925e-02,  82.3822547,  466.895616,
NA,2017-11-07,P1,1.428571e-02,   0.2285714,    1.342857,
NA,2017-11-07,P10,1.571429e-01,   2.5142857,   14.771429,
NA,2017-11-07,P2,1.428571e-02,   0.2285714,    1.342857,
NA,2017-11-07,P3,1.428571e-02,   0.2285714,    1.342857,
NA,2017-11-07,P4,1.428571e-02,   0.2285714,    1.342857,
NA,2017-11-07,P5,1.428571e-02,   0.2285714,    1.342857,
NA,2017-11-07,P6,7.285714e-01,  11.6571429,   68.485714,uk.org.publicwhip/debate/2017-11-07c.1321.5
NA,2017-11-07,P7,1.428571e-02,   0.2285714,    1.342857,
NA,2017-11-07,P8,1.428571e-02,   0.2285714,    1.342857,
NA,2017-11-07,P9,1.428571e-02,   0.2285714,    1.342857,
NA,2017-11-15,P1,1.337719e-02,  13.3905702,   82.229605,
NA,2017-11-15,P10,1.537281e-01, 153.8817982,  944.966447,
NA,2017-11-15,P2,2.192982e-04,   0.2195175,    1.348026,
NA,2017-11-15,P3,2.192982e-04,   0.2195175,    1.348026,
NA,2017-11-15,P4,2.412281e-03,   2.4146930,   14.828289,
NA,2017-11-15,P5,2.192982e-04,   0.2195175,    1.348026,
NA,2017-11-15,P6,3.969298e-02,  39.7326754,  243.992763,
NA,2017-11-15,P7,2.436404e-01, 243.8839912, 1497.657237,
NA,2017-11-15,P8,4.188596e-02,  41.9278509,  257.473026,
NA,2017-11-15,P9,5.046053e-01, 505.1098684, 3101.808553,uk.org.publicwhip/debate/2017-11-15c.494.4
NA,2017-12-12,P1,5.562500e-01,  27.7937500,  165.987500,uk.org.publicwhip/debate/2017-12-12b.175.2
NA,2017-12-12,P10,1.079545e-02,   0.5210227,    2.896591,
NA,2017-12-12,P2,1.079545e-02,   0.5210227,    2.896591,
NA,2017-12-12,P3,1.079545e-02,   0.5210227,    2.896591,
NA,2017-12-12,P4,4.369318e-01,  21.6403409,  126.998864,
NA,2017-12-12,P5,1.079545e-02,   0.5210227,    2.896591,
NA,2017-12-12,P6,8.857955e-01,  41.6460227,  218.146591,uk.org.publicwhip/debate/2017-12-12b.169.11
NA,2017-12-12,P7,1.079545e-02,   0.5210227,    2.896591,
