author,date,topic,doc_nb,word_nb,char_nb,doc_ids
Zac Goldsmith,2018-01-30,P4,1.509921e-01, 163.5244048,  956.836706,
Zac Goldsmith,2018-01-30,P5,7.162698e-02,  77.5720238,  453.900198,
Zac Goldsmith,2018-01-30,P6,1.984127e-04,   0.2148810,    1.257341,
Zac Goldsmith,2018-01-30,P7,1.748016e-01, 189.3101190, 1107.717659,
Zac Goldsmith,2018-01-30,P8,7.162698e-02,  77.5720238,  453.900198,
Zac Goldsmith,2018-01-30,P9,4.287698e-01, 464.3577381, 2717.114484,uk.org.publicwhip/debate/2018-01-30a.718.2
Zac Goldsmith,2018-06-25,P1,2.928571e-02,  10.1328571,   60.621429,
Zac Goldsmith,2018-06-25,P10,7.142857e-04,   0.2471429,    1.478571,
Zac Goldsmith,2018-06-25,P2,2.792857e-01,  96.6328571,  578.121429,
Zac Goldsmith,2018-06-25,P3,4.721429e-01, 163.3614286,  977.335714,uk.org.publicwhip/debate/2018-06-25d.691.0
Zac Goldsmith,2018-06-25,P4,7.142857e-04,   0.2471429,    1.478571,
Zac Goldsmith,2018-06-25,P5,1.007143e-01,  34.8471429,  208.478571,
Zac Goldsmith,2018-06-25,P6,7.857143e-03,   2.7185714,   16.264286,
Zac Goldsmith,2018-06-25,P7,1.078571e-01,  37.3185714,  223.264286,
Zac Goldsmith,2018-06-25,P8,7.142857e-04,   0.2471429,    1.478571,
Zac Goldsmith,2018-06-25,P9,7.142857e-04,   0.2471429,    1.478571,
Zac Goldsmith,2019-05-01,P1,2.272727e-03,   0.2090909,    1.343182,
Zac Goldsmith,2019-05-01,P10,2.272727e-03,   0.2090909,    1.343182,
Zac Goldsmith,2019-05-01,P2,2.272727e-03,   0.2090909,    1.343182,
Zac Goldsmith,2019-05-01,P3,2.272727e-03,   0.2090909,    1.343182,
Zac Goldsmith,2019-05-01,P4,2.272727e-03,   0.2090909,    1.343182,
Zac Goldsmith,2019-05-01,P5,2.295455e-01,  21.1181818,  135.661364,
Zac Goldsmith,2019-05-01,P6,2.500000e-02,   2.3000000,   14.775000,
Zac Goldsmith,2019-05-01,P7,1.159091e-01,  10.6636364,   68.502273,
Zac Goldsmith,2019-05-01,P8,6.159091e-01,  56.6636364,  364.002273,uk.org.publicwhip/debate/2019-05-01c.232.2
Zac Goldsmith,2019-05-01,P9,2.272727e-03,   0.2090909,    1.343182,
